run_name,run_id,run_status,run_created_at,run_started_at,run_completed_at,run_duration_ms,benchmark_version,item_set_version,score_formula_version,aggregate_formula_version,run_model_count,run_item_count,run_response_count,run_combo_score,run_pass_rate,rank,model_id,provider,model,combo_score,sophistication_score,objective_inference_score,correlation_score,item_count,invocation_count,pass_count,failure_count,pass_rate,total_scored_tokens,total_tokens,total_estimated_cost_usd,total_duration_ms,source_package
official-current-2026-07-31,76b10bcc-b876-48ae-9252-e9e19c0e4d87,completed,2026-07-31T18:06:51.247149+00:00,2026-07-31T18:07:07.089482+00:00,2026-07-31T18:31:37.408819+00:00,1454756,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,8,21,168,81.378714,0.6547619047619048,1,moonshotai/kimi-k3,moonshotai,kimi-k3,92.739476,91.111111,95.903614,91.203704,21,21,18,3,0.8571428571428571,19844,19964,0.2480607,86232,data/official-current-2026-07-31
official-current-2026-07-31,76b10bcc-b876-48ae-9252-e9e19c0e4d87,completed,2026-07-31T18:06:51.247149+00:00,2026-07-31T18:07:07.089482+00:00,2026-07-31T18:31:37.408819+00:00,1454756,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,8,21,168,81.378714,0.6547619047619048,2,anthropic/claude-opus-5,anthropic,claude-opus-5,89.348319,88.194444,86.054217,93.796296,21,21,16,5,0.7619047619047619,19020,26107,0.457595,253396,data/official-current-2026-07-31
official-current-2026-07-31,76b10bcc-b876-48ae-9252-e9e19c0e4d87,completed,2026-07-31T18:06:51.247149+00:00,2026-07-31T18:07:07.089482+00:00,2026-07-31T18:31:37.408819+00:00,1454756,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,8,21,168,81.378714,0.6547619047619048,3,openai/gpt-5.4-nano,openai,gpt-5.4-nano,82.430277,66.111111,86.596386,94.583333,21,21,13,8,0.6190476190476191,3114,9123,0.0050943,44660,data/official-current-2026-07-31
official-current-2026-07-31,76b10bcc-b876-48ae-9252-e9e19c0e4d87,completed,2026-07-31T18:06:51.247149+00:00,2026-07-31T18:07:07.089482+00:00,2026-07-31T18:31:37.408819+00:00,1454756,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,8,21,168,81.378714,0.6547619047619048,4,openai/gpt-5.6-luna-pro,openai,gpt-5.6-luna-pro,82.13967,70.0,80.03012,96.388889,21,21,14,7,0.6666666666666666,152529,178068,0.130545,518636,data/official-current-2026-07-31
official-current-2026-07-31,76b10bcc-b876-48ae-9252-e9e19c0e4d87,completed,2026-07-31T18:06:51.247149+00:00,2026-07-31T18:07:07.089482+00:00,2026-07-31T18:31:37.408819+00:00,1454756,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,8,21,168,81.378714,0.6547619047619048,5,google/gemini-3.5-flash-lite,google,gemini-3.5-flash-lite,78.306186,67.5,77.048193,90.370367,21,21,12,9,0.5714285714285714,39057,27203,0.0536415,71802,data/official-current-2026-07-31
official-current-2026-07-31,76b10bcc-b876-48ae-9252-e9e19c0e4d87,completed,2026-07-31T18:06:51.247149+00:00,2026-07-31T18:07:07.089482+00:00,2026-07-31T18:31:37.408819+00:00,1454756,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,8,21,168,81.378714,0.6547619047619048,6,nvidia/nemotron-3-super-120b-a12b,nvidia,nemotron-3-super-120b-a12b,76.842993,54.375,81.656627,94.497353,21,21,12,9,0.5714285714285714,26324,20059,0.0142143,79541,data/official-current-2026-07-31
official-current-2026-07-31,76b10bcc-b876-48ae-9252-e9e19c0e4d87,completed,2026-07-31T18:06:51.247149+00:00,2026-07-31T18:07:07.089482+00:00,2026-07-31T18:31:37.408819+00:00,1454756,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,8,21,168,81.378714,0.6547619047619048,7,google/gemini-3.6-flash,google,gemini-3.6-flash,76.808821,82.5,76.656627,71.269836,21,21,12,9,0.5714285714285714,44282,29831,0.1845525,126710,data/official-current-2026-07-31
official-current-2026-07-31,76b10bcc-b876-48ae-9252-e9e19c0e4d87,completed,2026-07-31T18:06:51.247149+00:00,2026-07-31T18:07:07.089482+00:00,2026-07-31T18:31:37.408819+00:00,1454756,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,8,21,168,81.378714,0.6547619047619048,8,tencent/hy3,tencent,hy3,72.413971,70.208333,88.76506,58.268519,21,21,13,8,0.6190476190476191,50921,30701,0.0206854,228245,data/official-current-2026-07-31
official-current-2026-07-13,c1ad6939-5850-4dbd-92d2-f707ec67c49c,completed,2026-07-13T16:39:08.440254+00:00,2026-07-13T16:39:29.204206+00:00,2026-07-13T16:49:00.971532+00:00,551235,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,5,21,105,85.081955,0.6857142857142857,1,openai/gpt-5.6-terra,openai,gpt-5.6-terra,86.805277,77.430556,86.596386,96.388889,21,21,15,6,0.7142857142857143,3200,8658,0.0547575,54955,data/official-current-2026-07-13
official-current-2026-07-13,c1ad6939-5850-4dbd-92d2-f707ec67c49c,completed,2026-07-13T16:39:08.440254+00:00,2026-07-13T16:39:29.204206+00:00,2026-07-13T16:49:00.971532+00:00,551235,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,5,21,105,85.081955,0.6857142857142857,2,x-ai/grok-4.5,x-ai,grok-4.5,86.294344,78.819444,83.674699,96.388889,21,21,15,6,0.7142857142857143,25513,24660,0.100392,217943,data/official-current-2026-07-13
official-current-2026-07-13,c1ad6939-5850-4dbd-92d2-f707ec67c49c,completed,2026-07-13T16:39:08.440254+00:00,2026-07-13T16:39:29.204206+00:00,2026-07-13T16:49:00.971532+00:00,551235,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,5,21,105,85.081955,0.6857142857142857,3,openai/gpt-5.6-luna,openai,gpt-5.6-luna,84.195471,79.305556,81.656627,91.624232,21,21,14,7,0.6666666666666666,6236,10359,0.032109,63557,data/official-current-2026-07-13
official-current-2026-07-13,c1ad6939-5850-4dbd-92d2-f707ec67c49c,completed,2026-07-13T16:39:08.440254+00:00,2026-07-13T16:39:29.204206+00:00,2026-07-13T16:49:00.971532+00:00,551235,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,5,21,105,85.081955,0.6857142857142857,4,openai/gpt-5.6-sol,openai,gpt-5.6-sol,84.185631,74.722222,81.445783,96.388889,21,21,14,7,0.6666666666666666,4470,9561,0.136605,83403,data/official-current-2026-07-13
official-current-2026-07-13,c1ad6939-5850-4dbd-92d2-f707ec67c49c,completed,2026-07-13T16:39:08.440254+00:00,2026-07-13T16:39:29.204206+00:00,2026-07-13T16:49:00.971532+00:00,551235,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,5,21,105,85.081955,0.6857142857142857,5,anthropic/claude-sonnet-5,anthropic,claude-sonnet-5,83.92905,77.777778,77.620482,96.388889,21,21,14,7,0.6666666666666666,6940,16694,0.088908,92393,data/official-current-2026-07-13
official-current-2026-07-02,d2446122-f670-47d1-82fa-890b875c5cc5,completed,2026-07-02T10:35:29.604018+00:00,2026-07-02T10:35:46.427621+00:00,2026-07-02T10:41:22.29726+00:00,330544,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,1,21,21,84.669465,0.5714285714285714,1,anthropic/claude-fable-5,anthropic,claude-fable-5,84.669465,82.430556,84.066265,87.511574,21,21,12,9,0.5714285714285714,27319,32853,1.25249,319726,data/official-current-2026-07-02
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,1,minimax/minimax-m3,minimax,minimax-m3,93.412353,96.527778,88.524096,95.185185,21,21,18,3,0.8571428571428571,21791,21604,0.01776972,181225,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,2,anthropic/claude-opus-4.8,anthropic,claude-opus-4.8,88.369775,76.944444,90.572289,97.592593,21,21,17,4,0.8095238095238095,13707,21644,0.34602,174561,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,3,anthropic/claude-opus-4.7,anthropic,claude-opus-4.7,87.767738,79.444444,87.46988,96.388889,21,21,16,5,0.7619047619047619,5603,15282,0.18487,94557,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,4,qwen/qwen3.6-flash,qwen,qwen3.6-flash,87.165049,85.347222,79.759036,96.388889,21,21,15,6,0.7142857142857143,62962,39494,0.03823669,225813,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,5,google/gemini-3.1-flash-lite,google,gemini-3.1-flash-lite,86.800896,82.430556,81.325301,96.646831,21,21,15,6,0.7142857142857143,2903,9391,0.0059765,36287,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,6,openai/gpt-5.5,openai,gpt-5.5,86.383683,84.861111,88.13253,86.157407,21,21,17,4,0.8095238095238095,20870,17844,0.385095,219718,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,7,google/gemma-4-31b-it,google,gemma-4-31b-it,84.943652,77.430556,81.355422,96.044979,21,21,14,7,0.6666666666666666,3204,13526,0.00376627,88255,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,8,google/gemini-3.5-flash,google,gemini-3.5-flash,84.912149,77.986111,80.361446,96.388889,21,21,15,6,0.7142857142857143,36947,26704,0.191676,110366,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,9,meta-llama/llama-4-maverick,meta-llama,llama-4-maverick,83.87592,76.319444,82.981928,92.326389,21,21,14,7,0.6666666666666666,3902,10008,0.00580294,48878,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,10,openai/gpt-5.4-mini,openai,gpt-5.4-mini,83.286479,78.611111,85.692771,85.555556,21,21,16,5,0.7619047619047619,19338,17018,0.05404725,126173,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,11,x-ai/grok-build-0.1,x-ai,grok-build-0.1,83.022088,76.111111,76.566265,96.388889,21,21,14,7,0.6666666666666666,74378,46595,0.0834366,287940,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,12,deepseek/deepseek-v4-flash,deepseek,deepseek-v4-flash,82.880411,69.722222,82.53012,96.388889,21,21,14,7,0.6666666666666666,25877,20205,0.00336648,163716,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,13,qwen/qwen3.7-plus,qwen,qwen3.7-plus,82.349305,82.847222,79.246988,84.953704,21,21,14,7,0.6666666666666666,34613,24582,0.02568192,433512,data/official-current-2026-06-30
